年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10312(實價),透天厝,嘉義市嘉義市大賢路31~60號,0.2,5房/2廳/4衛,1 /共4層,71.41,39.56,--,--萬,17.1萬,1220萬,600台灣嘉義市西區大賢路31號,23.4625512,120.4161313,劉厝里
10312(實價),店面(店鋪),嘉義市嘉義市中山路391~420號,51.4,5房/2廳/3衛,1 /共3層,202.26,98.31,--,--萬,34.1萬,6888萬,600台灣嘉義市西區中山路385-401號,23.4797113,120.4476127,文化里
10312(實價),透天厝,嘉義市嘉義市中山路451~480號,41.1,5房/3廳/4衛,1 /共2層,6.88,9.91,--,--萬,130.8萬,900萬,600台灣嘉義市西區中山路453號,23.4795251,120.4460401,番社里
10301(實價),華廈,嘉義市嘉義市中山路481~510號,30.4,2房/1廳/1衛,5 /共8層,23.94,3.19,--,--萬,6.3萬,150萬,600台灣嘉義市西區中山路471-495號,23.4795113,120.4454144,番社里
10303(實價),華廈,嘉義市嘉義市中山路481~510號,30.6,2房/1廳/2衛,4 /共8層,22.43,2.92,--,--萬,6.7萬,150萬,600台灣嘉義市西區中山路471-495號,23.4795113,120.4454144,番社里
10303(實價),華廈,嘉義市嘉義市中山路481~510號,30.6,2房/1廳/1衛,5 /共8層,21.08,2.65,--,--萬,6.8萬,143萬,600台灣嘉義市西區中山路471-495號,23.4795113,120.4454144,番社里
10304(實價),透天厝,嘉義市嘉義市中山路601~630號,20.9,3房/2廳/2衛,1 /共2層,49.22,55.36,--,--萬,67.5萬,3321萬,600台灣嘉義市西區中山路630號,23.4758267,120.4394917,書院里
10306(實價),住宅大樓,嘉義市嘉義市中山路601~630號,22.3,0房/0廳/0衛,7 /共14層,340.12,35.35,--,--萬,5.2萬,1785萬,600台灣嘉義市西區中山路630號,23.4758267,120.4394917,書院里
10304(實價),透天厝,嘉義市嘉義市中央第一商場61~90號,39.4,5房/1廳/4衛,1 /共4層,38.24,7.56,--,--萬,8.6萬,328萬,600台灣嘉義市西區中央第一商場,23.4793824,120.4490814,文化里
10306(實價),透天厝,嘉義市嘉義市中央第一商場91~120號,40.8,3房/1廳/1衛,1 /共4層,34.21,6.66,--,--萬,10.4萬,355萬,600台灣嘉義市西區中央第一商場,23.4793824,120.4490814,文化里
10304(實價),住宅大樓,嘉義市嘉義市中正路391~420號,18.1,1房/1廳/1衛,7 /共11層,11.33,0.44,--,--萬,6.2萬,70萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10305(實價),套房,嘉義市嘉義市中正路391~420號,18.2,1房/1廳/1衛,11 /共11層,9.24,0.39,--,--萬,5.6萬,51萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10305(實價),套房,嘉義市嘉義市中正路391~420號,18.2,1房/1廳/1衛,11 /共11層,8.98,0.39,--,--萬,5.7萬,51萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10306(實價),套房,嘉義市嘉義市中正路391~420號,18.3,1房/1廳/1衛,8 /共11層,13.84,0.57,--,--萬,5.8萬,80萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10310(實價),套房,嘉義市嘉義市中正路391~420號,18.6,1房/1廳/1衛,10 /共11層,9.23,0.39,--,--萬,6.5萬,60萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10312(實價),住宅大樓,嘉義市嘉義市中正路391~420號,18.8,1房/0廳/1衛,7 /共11層,8.96,0.39,--,--萬,7.8萬,70萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10312(實價),套房,嘉義市嘉義市中正路391~420號,18.8,1房/1廳/1衛,11 /共11層,9.62,0.41,--,--萬,6.4萬,62萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10305(實價),透天厝,嘉義市嘉義市中正路451~480號,34.8,3房/2廳/4衛,1 /共4層,32.69,7.26,--,--萬,13.3萬,435萬,600台灣嘉義市西區中正路484-486號,23.4787857,120.4480872,文化里
10306(實價),華廈,嘉義市嘉義市中正路451~480號,19.3,3房/2廳/2衛,3 /共6層,38.29,6.36,--,--萬,8.3萬,318萬,600台灣嘉義市西區中正路484-486號,23.4787857,120.4480872,文化里
10304(實價),透天厝,嘉義市嘉義市中正路511~540號,46.8,5房/2廳/2衛,1 /共2層,72.57,54.45,--,--萬,15.8萬,1150萬,600台灣嘉義市西區中正路511號,23.4787859,120.4469569,西榮里
10307(實價),透天厝,嘉義市嘉義市中正路511~540號,56.2,3房/2廳/2衛,1 /共2層,43.04,47.49,--,--萬,24.3萬,1044萬,600台灣嘉義市西區中正路511號,23.4787859,120.4469569,西榮里
10310(實價),辦公商業大樓,嘉義市嘉義市中正路541~570號,33.4,0房/0廳/0衛,--萬,2525.04,0,--,--萬,0.7萬,1760萬,600台灣嘉義市西區中正路541號,23.4788049,120.4459806,西榮里
10305(實價),透天厝,嘉義市嘉義市中正路571~600號,67.8,4房/3廳/3衛,1 /共2層,43,37.21,--,--萬,19萬,818萬,600台灣嘉義市西區中正路592-602號,23.4787701,120.4453288,西榮里
10312(實價),透天厝,嘉義市嘉義市中正路601~630號,41.4,6房/1廳/4衛,1 /共2層,86.53,76.23,--,--萬,28.9萬,2500萬,600台灣嘉義市西區中正路626號,23.4787037,120.4446296,西榮里
10312(實價),透天厝,嘉義市嘉義市中正路601~630號,67.2,1房/1廳/1衛,1 /共1層,8,20.27,--,--萬,87.5萬,700萬,600台灣嘉義市西區中正路626號,23.4787037,120.4446296,西榮里
10303(實價),店面(店鋪),嘉義市嘉義市中正路691~720號,34.8,6房/2廳/5衛,5 /共5層,235.27,50.22,--,--萬,9.1萬,2150萬,600台灣嘉義市西區中正路732號,23.4785572,120.4421225,書院里
10306(實價),透天厝,嘉義市嘉義市中正路691~720號,37.3,6房/1廳/3衛,1 /共3層,104.93,39.63,--,--萬,14.8萬,1550萬,600台灣嘉義市西區中正路732號,23.4785572,120.4421225,書院里
10302(實價),透天厝,嘉義市嘉義市中興路726巷1~30號,6.9,4房/2廳/4衛,1 /共4層,67.51,34.62,--,--萬,12.3萬,830萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10302(實價),透天厝,嘉義市嘉義市中興路726巷1~30號,6.9,5房/2廳/4衛,1 /共4層,60.92,32.2,--,--萬,13.3萬,810萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10311(實價),華廈,嘉義市嘉義市中興路271巷1弄1~30號,21.3,3房/1廳/2衛,6 /共7層,47.58,8.53,--,--萬,6.9萬,330萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10303(實價),套房,嘉義市嘉義市中興路31~60號,25.5,1房/0廳/1衛,7 /共10層,12.03,1.13,--,--萬,6.6萬,80萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10305(實價),透天厝,嘉義市嘉義市中興路726巷31~60號,7.9,5房/2廳/4衛,1 /共4層,61.94,32.8,--,--萬,14.5萬,900萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10312(實價),透天厝,嘉義市中興路408巷31~60號,35,3房/1廳/2衛,1 /共2層,33.76,27.53,--,--萬,16.3萬,550萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10312(實價),套房,嘉義市嘉義市中興路31~60號,26.3,1房/1廳/1衛,6 /共10層,12.21,1.13,--,--萬,10.7萬,130萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10308(實價),透天厝,嘉義市嘉義市中興路271巷2弄31~60號,10.8,4房/2廳/3衛,1 /共3層,52.97,31.55,--,--萬,17.9萬,950萬,600台灣嘉義市西區中興路271巷2弄30-32號,23.4816034,120.4323733,福全里
10309(實價),透天厝,嘉義市嘉義市五顯街100巷1~30號,43,2房/1廳/1衛,1 /共1層,11.28,16.33,--,--萬,11.5萬,130萬,600台灣嘉義市西區五顯街100巷76號,23.4856515,120.4453498,北榮里
10310(實價),透天厝,嘉義市嘉義市五顯街101巷1~30號,32.8,3房/1廳/1衛,1 /共2層,15.33,13.91,--,--萬,15.7萬,240萬,600台灣嘉義市西區五顯街102號,23.4856704,120.4450691,北榮里
10305(實價),公寓,嘉義市嘉義市五顯街151~180號,24.5,3房/2廳/2衛,1 /共7層,48.34,9.61,--,--萬,8.9萬,432萬,600台灣嘉義市西區五顯街111號,23.4868272,120.4446828,北榮里
10310(實價),華廈,嘉義市嘉義市五顯街151~180號,24.9,3房/2廳/2衛,5 /共7層,43.51,8.65,--,--萬,11.5萬,500萬,600台灣嘉義市西區五顯街111號,23.4868272,120.4446828,北榮里
10308(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,20.3萬,1932萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,20萬,1901萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,19.8萬,1887萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10309(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.2,5房/3廳/4衛,1 /共4層,110.62,43.67,--,--萬,19.8萬,2188萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10310(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.3,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,20.5萬,1947萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10311(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.3,4房/2廳/3衛,1 /共4層,95.68,38.83,--,--萬,21.7萬,2080萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10312(實價),透天厝,嘉義市嘉義市仁愛一街61~90號,0.4,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,22.5萬,2135萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10312(實價),透天厝(含車位),嘉義市嘉義市仁愛一街61~90號,0.4,4房/2廳/4衛,1 /共4層,95.65,38.83,3.78,--萬,20.5萬,1958萬,600台灣嘉義市西區仁愛一街61號,23.4669635,120.4409917,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,18.9萬,1801萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,19.3萬,1839萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.1,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,19.8萬,1879萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.1,5房/3廳/4衛,1 /共4層,112.48,43.07,--,--萬,20.8萬,2338萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10308(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.1,5房/3廳/4衛,1 /共4層,112.43,42.77,--,--萬,18.6萬,2088萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10309(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.2,4房/2廳/3衛,1 /共4層,95.06,38.23,--,--萬,19.4萬,1841萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10310(實價),透天厝(含車位),嘉義市嘉義市仁愛一街91~120號,0.3,5房/3廳/4衛,1 /共4層,112.38,42.77,3.78,--萬,19.5萬,2188萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10310(實價),透天厝,嘉義市嘉義市仁愛一街91~120號,0.3,4房/2廳/3衛,1 /共4層,95.7,38.83,--,--萬,18.9萬,1807萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10310(實價),透天厝(含車位),嘉義市嘉義市仁愛一街91~120號,0.3,4房/2廳/4衛,1 /共4層,95.65,38.83,3.78,--萬,20.1萬,1925萬,600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961,自強里
10301(實價),透天厝,嘉義市嘉義市仁愛三街1~30號,8.8,4房/2廳/4衛,1 /共3層,51.42,24.47,--,--萬,15.6萬,800萬,600台灣嘉義市西區仁愛三街30號,23.4669281,120.4416614,自強里
10310(實價),透天厝,嘉義市嘉義市仁愛三街31~60號,2.2,6房/1廳/5衛,1 /共4層,55.98,28.46,--,--萬,23.2萬,1300萬,600台灣嘉義市西區仁愛三街60號,23.4674372,120.4415948,自強里
10302(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,9.3,3房/2廳/2衛,10 /共14層,55.55,11.43,--,--萬,8.7萬,485萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10303(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.3,3房/2廳/2衛,6 /共14層,55.55,11.43,--,--萬,8.5萬,470萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10304(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.4,3房/2廳/2衛,3 /共14層,55.55,11.43,--,--萬,8.7萬,486萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10305(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.5,3房/1廳/2衛,5 /共14層,55.55,11.43,--,--萬,9萬,500萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10306(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,9.6,3房/2廳/2衛,12 /共14層,55.55,11.43,--,--萬,9萬,500萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10306(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,9.6,3房/1廳/2衛,13 /共14層,55.55,11.43,--,--萬,9.4萬,520萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10307(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.7,3房/2廳/2衛,14 /共14層,55.55,11.43,--,--萬,8萬,445萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10310(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.9,3房/1廳/2衛,3 /共14層,55.55,11.43,--,--萬,8.1萬,450萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10312(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,10.1,3房/2廳/2衛,3 /共14層,55.55,11.43,--,--萬,9.4萬,520萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10301(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.3,3房/2廳/2衛,6 /共14層,56.2,10.54,--,--萬,8.2萬,460萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10301(實價),華廈,嘉義市嘉義市仁愛路1~30號,22.4,1房/1廳/1衛,4 /共7層,14.37,2.68,--,--萬,7.7萬,110萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10301(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,9.3,3房/2廳/2衛,10 /共14層,56.57,10.57,--,--萬,7.6萬,428萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10302(實價),華廈,嘉義市嘉義市仁愛路1~30號,22.5,3房/1廳/2衛,4 /共7層,14.53,2.64,--,--萬,8.3萬,120萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10303(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,9.4,4房/1廳/2衛,7 /共14層,56.39,10.54,--,--萬,7.8萬,440萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10304(實價),華廈,嘉義市嘉義市仁愛路240巷1~30號,9.5,3房/2廳/2衛,11 /共14層,56.31,10.37,--,--萬,8.3萬,465萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10304(實價),透天厝,嘉義市嘉義市仁愛路1~30號,9,4房/2廳/2衛,1 /共4層,68.19,21.48,--,--萬,16.4萬,1120萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10305(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.6,3房/2廳/2衛,4 /共14層,56.2,10.36,--,--萬,7.1萬,400萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10305(實價),透天厝,嘉義市嘉義市仁愛路261巷1~30號,51.5,2房/1廳/1衛,1 /共1層,12.08,15.73,--,--萬,14.1萬,170萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10306(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.7,3房/2廳/2衛,10 /共14層,56.14,10.33,--,--萬,8.3萬,465萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10307(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.8,3房/2廳/2衛,13 /共14層,56.14,10.33,--,--萬,6.5萬,365萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10308(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.8,3房/2廳/2衛,10 /共14層,56.14,10.33,--,--萬,10.5萬,590萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10311(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,10.1,3房/2廳/2衛,4 /共14層,56.31,10.37,--,--萬,8.9萬,500萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10311(實價),套房,嘉義市嘉義市仁愛路1~30號,23.3,1房/1廳/1衛,6 /共7層,14.16,2.54,--,--萬,8.9萬,126萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10311(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,10.1,3房/2廳/2衛,12 /共14層,56.14,10.33,--,--萬,8.9萬,500萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10311(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,10.1,3房/2廳/2衛,13 /共14層,56.57,10.57,--,--萬,9.4萬,530萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10311(實價),套房,嘉義市嘉義市仁愛路1~30號,23.3,1房/1廳/1衛,3 /共7層,14.16,2.54,--,--萬,8.8萬,125萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10312(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,10.2,3房/1廳/2衛,8 /共14層,56.14,10.33,--,--萬,8萬,450萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10312(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,10.2,3房/2廳/2衛,2 /共14層,55.95,10.33,--,--萬,8萬,450萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10310(實價),透天厝,嘉義市嘉義市仁愛路227巷31~60號,40.4,3房/2廳/2衛,1 /共2層,27.34,22.08,--,--萬,12.1萬,331萬,600台灣嘉義市西區仁愛路227巷31號,23.4710582,120.4417953,垂楊里
10310(實價),透天厝,嘉義市嘉義市仁愛路261巷31~60號,44.7,2房/2廳/1衛,1 /共2層,23.73,21.17,--,--萬,11萬,260萬,600台灣嘉義市西區仁愛路261巷13號,23.4716217,120.4417404,垂楊里
10303(實價),辦公商業大樓,嘉義市嘉義市仁愛路331~360號,18.2,0房/0廳/0衛,2 /共14層,137.23,13.44,--,--萬,5.5萬,760萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10305(實價),套房,嘉義市嘉義市仁愛路331~360號,18.3,1房/1廳/1衛,13 /共14層,10.96,1.05,--,--萬,10.5萬,115萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10308(實價),辦公商業大樓(含車位),嘉義市嘉義市仁愛路331~360號,18.6,11房/1廳/2衛,1 /共14層,166.39,16.29,8.49,--萬,12.4萬,2062萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10308(實價),辦公商業大樓(含車位),嘉義市嘉義市仁愛路331~360號,18.6,12房/1廳/2衛,2 /共14層,153.81,15.06,8.36,--萬,5.5萬,845萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10308(實價),辦公商業大樓(含車位),嘉義市嘉義市仁愛路331~360號,18.6,0房/0廳/2衛,3 /共14層,153.39,15.02,8.36,--萬,5.3萬,814萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10311(實價),辦公商業大樓(含車位),嘉義市嘉義市仁愛路331~360號,18.8,0房/0廳/3衛,3 /共14層,132.03,12.93,--,--萬,6萬,788萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
10308(實價),店面(店鋪),嘉義市嘉義市仁愛路451~480號,35.3,4房/2廳/3衛,1 /共4層,101.98,33.58,--,--萬,23.3萬,2380萬,600台灣嘉義市西區仁愛路433-461號,23.4781832,120.4418979,書院里
